 ,Label,lumMean,lumSD,area,vsMean,vsSD,swMean,swSD,mwMean,mwSD,lwMean,lwSD,dblMean,dblSD
376,080_Citrus_Abdomen,8523.477,1451.106,110220,3406.524,657.192,4482.66,918.939,8159.971,1409.189,11259.818,1869.347,8523.477,1451.106
377,080_Citrus_AvLeaf,9082.706,3176.127,761525,2633.779,763.85,4792.507,1695.353,10619.103,3537.367,8076.801,3050.935,9082.706,3176.127
378,081_Citrus_Leaf,3743.734,988.518,2058822,1974.896,419.129,2331.043,625.868,4605.206,1098.325,2937.077,931.655,3743.734,988.518
379,081_Citrus_Pronotum,4987.31,434.982,44297,2538.196,225.792,2728.909,268.181,4770.333,459.199,6699.558,604.743,4987.31,434.982
380,081_Citrus_Dot,1799.662,256.016,3670,2046.915,219.629,1587.359,211.693,2163.938,276.358,1495.218,321.641,1799.662,256.016
381,081_Citrus_Abdomen,9729.54,1378.679,183650,4471.92,837.854,5732.445,1020.888,9396.848,1382.268,12364.62,1576.195,9729.54,1378.679
382,081_Citrus_AvLeaf,4385.219,1236.174,567268,2230.357,513.83,2739.952,780.789,5313.197,1366.849,3534.493,1170.548,4385.219,1236.174
383,082_Citrus_Leaf,3792.015,900.118,2055630,1959.537,356.417,2330.693,545.784,4670.419,1011.439,2970.425,841.564,3792.015,900.118
384,082_Citrus_Pronotum,7091.863,834.848,24541,2779.709,391.025,3572.298,500.716,6862.888,805.584,9347.245,1217.217,7091.863,834.848
385,082_Citrus_Dot,1830.86,319.255,5639,1965.002,268.701,1528.691,268.278,2194.374,329.413,1568.434,385.189,1830.86,319.255
386,082_Citrus_Abdomen,8220.888,1861.792,122297,3283.013,836.801,4350.032,1171.349,8023.841,1799.261,10550.609,2357.838,8220.888,1861.792
387,082_Citrus_AvLeaf,4353.869,1089.801,721990,2166.989,406.486,2675.377,650.24,5298.571,1222.311,3483.399,1020.737,4353.869,1089.801
388,083_Citrus_Leaf,3727.122,909.893,2041325,1851.193,375.35,2235.302,568.492,4613.607,1016.966,2903.754,851.877,3727.122,909.893
389,083_Citrus_Pronotum,7275.256,742.572,40636,2922.576,483.47,3816.755,539.689,7178.609,740.772,9238.184,995.931,7275.256,742.572
390,083_Citrus_Dot,1908.339,342.742,4639,2099.97,282.837,1679.955,277.78,2261.596,344.782,1636.599,428.198,1908.339,342.742
391,083_Citrus_Abdomen,6603.311,1136.923,99750,2689.108,340.163,3497.44,505.232,6590,1031.295,8258.095,1695.226,6603.311,1136.923
392,083_Citrus_AvLeaf,4010.392,1100.313,763315,1952.68,415.874,2408.154,671.445,4932.16,1232.218,3159.468,1023.449,4010.392,1100.313
393,084_Citrus_Leaf,5890.733,1406.027,2376088,2162.022,472.895,3252.556,810.497,7020.555,1562.684,5045.751,1349.516,5890.733,1406.027
394,084_Citrus_Pronotum,6435.475,708.283,36457,2387.659,280.523,3021.913,364.704,6220.274,682.445,8623.427,1039.587,6435.475,708.283
395,084_Citrus_Dot,1892.957,276.772,4944,1992.614,229.294,1592.827,219.545,2259.926,288.341,1624.389,356.337,1892.957,276.772
396,084_Citrus_Abdomen,7844.596,1240.822,120088,2967.516,496.524,4063.096,660.811,7807.779,1156.797,9819.96,1801.647,7844.596,1240.822
397,084_Citrus_AvLeaf,7029.352,1392.656,707257,2535.133,476.044,3922.476,804.381,8278.834,1544.026,6125.427,1346.998,7029.352,1392.656
398,085_Citrus_Leaf,6521.162,1653.94,1990482,2413.615,518.972,3636.387,929.061,7730.115,1844.569,5608.245,1578.837,6521.162,1653.94
399,085_Citrus_Pronotum,8958.602,900.475,32884,3308.213,525.666,4548.503,603.411,8677.066,892.681,11682.03,1270.441,8958.602,900.475
400,085_Citrus_Dot,2229.001,495.174,4659,2288.816,344.944,1907.611,350.308,2595.573,480.992,1964.83,653.917,2229.001,495.174
401,085_Citrus_Abdomen,8317.515,1672.232,93408,3351.714,524.781,4594.373,826.052,8420.638,1567.019,9979.015,2294.912,8317.515,1672.232
402,085_Citrus_AvLeaf,7357.876,1935.334,619991,2702.848,612.081,4134.163,1099.486,8651.143,2153.553,6403.474,1844.222,7357.876,1935.334
403,086_Citrus_Leaf,4136.737,920.043,2514723,1835.599,315.873,2399.192,522.411,5099.172,1041.207,3264.788,859.587,4136.737,920.043
404,086_Citrus_Pronotum,6752.524,682.657,13370,2593.805,334.032,3601.225,393.953,7276.643,695.819,7330.738,875.137,6752.524,682.657
405,086_Citrus_Dot,2597.226,495.363,768,2443.368,204.984,2149.941,241.559,2999.235,500.052,2310.224,634.583,2597.226,495.363
406,086_Citrus_Abdomen,6087.194,651.923,68954,2624.691,343.669,3502.225,417.339,6621.14,681.857,6418.242,772.95,6087.194,651.923
407,086_Citrus_AvLeaf,4546.769,1424.903,602876,2009.948,406.259,2668.848,779.231,5549.453,1610.376,3647.201,1326.013,4546.769,1424.903
408,087_Citrus_Leaf,3890.323,926.718,2458152,1733.964,333.545,2237.674,541.529,4822.526,1043.477,3046.315,867.406,3890.323,926.718
409,087_Citrus_Pronotum,6528.623,878.348,13566,2432.867,384.686,3445.19,482.597,7061.94,903.896,7066.295,1071.68,6528.623,878.348
410,087_Citrus_Dot,2122.368,388.978,1150,2134.83,277.018,1782.782,285.001,2545.646,401.193,1751.003,449.785,2122.368,388.978
411,087_Citrus_Abdomen,5767.481,765.901,74587,2447.171,343.737,3260.037,437.314,6283.891,768.298,6106.178,997.976,5767.481,765.901
412,087_Citrus_AvLeaf,4285.632,1342.659,592175,1907.679,402.317,2503.268,741.603,5256.449,1515.83,3413.026,1250.602,4285.632,1342.659
413,088_Citrus_Leaf,5399.676,1266.798,2160923,2172.138,559.144,3074.097,806.526,6473.942,1396.658,4536.81,1215.967,5399.676,1266.798
414,088_Citrus_Pronotum,8187.43,785.605,11914,2639.4,295.122,4059.527,399.795,8749.092,805.488,9083.208,1003.806,8187.43,785.605
415,088_Citrus_Dot,2211.672,302.539,645,2158.766,184.252,1803.757,189.812,2629.654,321.986,1877.215,369.053,2211.672,302.539
416,088_Citrus_Abdomen,6926.329,892.352,67443,2640.762,347.738,3748.786,478.978,7505.519,859.586,7405.301,1215.352,6926.329,892.352
417,088_Citrus_AvLeaf,5819.275,1645.57,635336,2366.126,672.317,3362.989,1009.175,6929.283,1822.679,4932.77,1568.168,5819.275,1645.57
418,089_Citrus_Leaf,5602.851,1384.984,2515865,1839.443,418.904,2923.135,774.279,6754.907,1529.94,4734.526,1356.34,5602.851,1384.984
419,089_Citrus_Pronotum,5609.192,645.006,13255,2115.051,275.689,2943.424,387.945,6185.917,662.602,5894.475,769.603,5609.192,645.006
420,089_Citrus_Dot,1741.298,268.902,1430,1774.274,139.458,1420.795,135.691,2182.164,284.964,1335.943,341.043,1741.298,268.902
421,089_Citrus_Abdomen,7440.135,878.151,60285,2648.605,443.158,4005.942,598.969,8086.834,901.043,7894.278,1054.281,7440.135,878.151
422,089_Citrus_AvLeaf,5876.278,1782.255,771707,1949.618,482.985,3098.962,966.764,7047.116,1971.774,5007.407,1741.63,5876.278,1782.255
423,090_Citrus_Leaf,4753.918,1274.027,2911217,2208.087,556.492,2862.705,821.806,5735.15,1393.854,3897.282,1232.227,4753.918,1274.027
424,090_Citrus_Pronotum,4648.062,809.913,18649,2268.74,311.716,2832.956,463.647,5379.151,851.551,4268.405,913.708,4648.062,809.913
425,090_Citrus_Dot,1958.592,261.674,903,2060.497,198.213,1684.296,182.307,2401.981,294.953,1524.487,299.874,1958.592,261.674
426,090_Citrus_Abdomen,5672.883,675.071,96992,2637.212,374.112,3441.018,434.259,6403.468,723.024,5458.276,823.103,5672.883,675.071
427,090_Citrus_AvLeaf,5373.615,1592.978,857250,2463.271,631.657,3257.734,994.375,6411.585,1746.337,4488.324,1538.876,5373.615,1592.978
428,091_Citrus_Leaf,4773.977,1538.473,2015136,1683.623,400.616,2516.702,823.799,5813.065,1713.322,3964.289,1488.163,4773.977,1538.473
429,091_Citrus_Pronotum,4393.509,841.707,40878,2338.858,372.457,2727.765,522.31,4926.82,844.049,4349.664,1003.712,4393.509,841.707
430,091_Citrus_Dot,1530.433,293.162,6401,1747.382,234.209,1291.775,247.31,1970.108,309.893,1089.997,317.533,1530.433,293.162
431,091_Citrus_Abdomen,5207.486,1452.472,193481,3070,691.909,3597.113,979.931,5618.997,1422.001,5379.111,1734.516,5207.486,1452.472
432,091_Citrus_AvLeaf,5449.621,1545.103,612078,1829.85,395.732,2865.219,815.752,6567.588,1717.453,4612.152,1505.981,5449.621,1545.103
433,092_Citrus_Leaf,4518.519,1210.228,1959510,2083.733,493.363,2677.581,754.155,5481.126,1333.642,3679.284,1164.885,4518.519,1210.228
434,092_Citrus_Pronotum,6713.461,1014.545,13658,2555.712,396.354,3524.389,587.828,7106.748,1016.36,7573.64,1245.723,6713.461,1014.545
435,092_Citrus_Dot,2264.317,431.733,861,2220.075,221.379,1886.694,276.611,2667.106,439.639,1950.032,545.269,2264.317,431.733
436,092_Citrus_Abdomen,7242.307,837.256,53614,2716.111,368.594,3900.253,485.682,7770.148,834.628,7894.225,1140.664,7242.307,837.256
437,092_Citrus_AvLeaf,4659.601,1305.776,923772,2115.69,446.959,2753.611,762.134,5639.161,1451.054,3812.602,1250.635,4659.601,1305.776
438,093_Citrus_Leaf,4100.42,883.699,2161559,1813.404,351.082,2373.156,539.066,5050.153,992.155,3251.453,824.448,4100.42,883.699
439,093_Citrus_Pronotum,6075.797,850.062,15547,2215.88,353.401,3063.931,488.901,6442.446,848.599,6925.568,1100.27,6075.797,850.062
440,093_Citrus_Dot,1929.983,363.024,310,1752.229,176.551,1428.222,203.622,2334.353,371.053,1670.339,465.416,1929.983,363.024
441,093_Citrus_Abdomen,6841.522,992.9,39986,2453.692,338.393,3576.136,501.009,7293.352,987.211,7621.174,1312.668,6841.522,992.9
442,093_Citrus_AvLeaf,4173.545,847.697,623370,1818.664,304.225,2400.882,492.242,5137.798,961.729,3313.828,782.522,4173.545,847.697
443,094_Citrus_Leaf,6069.332,1740.865,2051320,2510.935,687.427,3536.215,1072.591,7227.055,1916.575,5114.47,1677.504,6069.332,1740.865
444,094_Citrus_Pronotum,7704.203,1204.486,13775,3185.692,483.012,4461.167,661.26,8496.042,1259.087,7769.398,1406.082,7704.203,1204.486
445,094_Citrus_Dot,2276.907,441.388,531,2193.154,278.615,1852.576,276.662,2698.49,468.416,1943.605,530.71,2276.907,441.388
446,094_Citrus_Abdomen,7492.596,1370.602,43024,3114.005,717.999,4323.994,961.779,8102.209,1456.482,7902.766,1506.774,7492.596,1370.602
447,094_Citrus_AvLeaf,6601.808,1964.98,866631,2696.448,789.648,3851.533,1229.251,7813.29,2158.877,5622.087,1887.235,6601.808,1964.98
448,095_Citrus_Leaf,5401.329,1484.418,2290188,2284.821,604.851,3118.495,919.962,6488.97,1635.768,4486.4,1424.791,5401.329,1484.418
449,095_Citrus_Pronotum,6851.814,902.956,14424,3064.812,551.555,4141.101,641.824,7672.212,942.292,6640.129,993.856,6851.814,902.956
450,095_Citrus_Dot,2275.642,295.234,597,2338.022,218.819,1948.501,183.722,2724.199,335.204,1841.565,337.531,2275.642,295.234
451,095_Citrus_Abdomen,8666.13,1019.779,34228,3640.049,617.018,5177.313,721.86,9492.767,1047.911,8749.487,1223.946,8666.13,1019.779
452,095_Citrus_AvLeaf,5538.484,1516.674,818879,2346.803,634.926,3206.689,952.389,6634.68,1669.262,4624.613,1455.75,5538.484,1516.674
453,096_Citrus_Leaf,5517.714,1249.527,2413419,2471.605,525.991,3300.647,782.397,6578.651,1374.649,4627.057,1213.265,5517.714,1249.527
454,096_Citrus_Pronotum,8252.616,1162.463,13240,3192.426,503.328,4377.091,685.803,8488.574,1144.969,9696.149,1471.751,8252.616,1162.463
455,096_Citrus_Dot,2745.625,763.158,1215,2613.761,352.6,2292.686,432.615,3128.224,728.51,2491.786,1006.902,2745.625,763.158
456,096_Citrus_Abdomen,9204.071,1252.152,42463,3895.221,667.514,5313.553,825.749,9588.225,1218.24,10340.41,1664.302,9204.071,1252.152
457,096_Citrus_AvLeaf,5544.174,1130.631,1026242,2443.487,466.717,3289.688,696.132,6614.693,1250.564,4650.202,1093.905,5544.174,1130.631
458,097_Citrus_Leaf,4325.303,1068.299,1329992,1924.777,431.081,2509.935,664.071,5268.739,1185.313,3521.755,1015.749,4325.303,1068.299
459,097_Citrus_Pronotum,6277.363,640.312,21124,2744.229,382.182,3285.97,460.599,6137.346,689.93,8130.494,751.474,6277.363,640.312
460,097_Citrus_Dot,1697.813,273.96,3969,1934.732,230.998,1448.462,216.345,2084.949,273.82,1365.121,387.104,1697.813,273.96
461,097_Citrus_Abdomen,4693.976,611.73,63090,2369.689,308.062,2652.841,383.666,4766.908,583.582,5734.365,909.203,4693.976,611.73
462,097_Citrus_AvLeaf,4353.157,971.483,571892,1953.64,422.345,2540.631,611.381,5302.604,1080.299,3535.87,921.198,4353.157,971.483
463,099_Citrus_Leaf,5544.637,1340.952,2231510,2325.705,556.512,3226.144,841.362,6648.605,1483.663,4611.158,1278.904,5544.637,1340.952
464,099_Citrus_Pronotum,8374.863,1347.857,15607,2813.528,479.268,4096.058,715.243,8593.053,1290.824,10024.443,1814.482,8374.863,1347.857
465,099_Citrus_Dot,2325.848,351.067,479,2200.631,166.2,1875.857,151.875,2713.616,368.011,2071.507,470.78,2325.848,351.067
466,099_Citrus_Abdomen,8251.502,858.393,37395,3041.708,383.189,4453.138,453.951,8720.49,851.565,9203.846,1221.117,8251.502,858.393
467,099_Citrus_AvLeaf,6045.129,1437.38,898276,2543.884,601.584,3550.344,907.772,7194.988,1589.707,5084.878,1369.241,6045.129,1437.38
468,100_Citrus_Leaf,5330.509,1568.432,2331605,2329.343,645.023,3131.895,989.485,6396.657,1726.769,4423.865,1499.98,5330.509,1568.432
469,100_Citrus_Pronotum,7742.579,1150.683,16233,2981.445,387.713,4155.291,544.674,8199.001,1162.884,8627.302,1452.253,7742.579,1150.683
470,100_Citrus_Dot,2477.596,492.966,847,2401.918,226.524,2046.202,241.424,2876.57,504.689,2185.456,633.152,2477.596,492.966
471,100_Citrus_Abdomen,8114.58,1584.867,47487,3214.21,589.314,4444.319,862.703,8516.999,1577.314,9135.852,1985.83,8114.58,1584.867
472,100_Citrus_AvLeaf,5682.523,1612.027,1099170,2479.041,662.784,3364.061,1014.929,6780.405,1775.053,4757.28,1543.317,5682.523,1612.027
473,101_Citrus_Leaf,4434.003,1266.524,1660162,2193.361,532.98,2709.374,796.568,5360.803,1393.481,3617.406,1219.792,4434.003,1266.524
474,101_Citrus_Pronotum,6731.52,1056.94,38953,3887.663,715.45,4107.634,807.615,6341.461,1033.816,8908.364,1333.824,6731.52,1056.94
475,101_Citrus_Dot,2387.672,361.291,3053,2604.212,322.858,2138.984,319.095,2744.51,386.515,2105.026,390.188,2387.672,361.291
476,101_Citrus_Abdomen,6397.592,1185.779,102018,3808.616,697.213,4191.857,850.749,6169.564,1102.429,8091.178,1595.458,6397.592,1185.779
477,101_Citrus_AvLeaf,4565.565,1131.301,697264,2202.364,450.142,2767.492,687.628,5515.334,1250.039,3733.629,1095.24,4565.565,1131.301
478,102_Citrus_Leaf,5538.523,1414.402,2139126,2341.007,567.947,3208.152,871.6,6639.546,1565.826,4613.632,1352.362,5538.523,1414.402
479,102_Citrus_Pronotum,8388.301,1301.001,11780,2986.857,381.561,4284.755,631.793,8598.562,1282.395,9985.048,1694.017,8388.301,1301.001
480,102_Citrus_Dot,2576.764,449.53,736,2362.682,245.507,2075.88,294.432,2983.277,470.051,2306.808,556.271,2576.764,449.53
481,102_Citrus_Abdomen,9089.935,1661.329,46911,3263.418,524.782,4917.976,910.774,9536.691,1707.345,10239.786,1993.36,9089.935,1661.329
482,102_Citrus_AvLeaf,5697.49,1547.771,799623,2412.066,599.89,3306.509,943.774,6814.121,1715.895,4762.841,1474.437,5697.49,1547.771
483,103_Citrus_Leaf,6276.107,1565.334,2069506,2607.803,642.939,3661.712,971.992,7447.678,1724.109,5320.496,1509.877,6276.107,1565.334
484,103_Citrus_Pronotum,7759.442,995.197,14928,3058.362,474.852,4309.9,622.097,8386.638,1053.857,8239.098,1107.719,7759.442,995.197
485,103_Citrus_Dot,2444.934,390.765,863,2387.915,219.9,2079.204,235.593,2886.03,435.91,2052.467,436.507,2444.934,390.765
486,103_Citrus_Abdomen,8882.966,1336.74,47649,3413.181,732.984,5045.451,920.383,9650.766,1373.484,9236.254,1514.276,8882.966,1336.74
487,103_Citrus_AvLeaf,6536.06,1630.406,947172,2703.067,679.821,3819.478,1019.872,7732.874,1793.756,5568.527,1572.136,6536.06,1630.406
488,104_Citrus_Leaf,5396.442,1514.78,2159541,2300.064,625.817,3145.131,953,6478.755,1669.516,4480.021,1447.237,5396.442,1514.78
489,104_Citrus_Pronotum,6543.892,1089.604,12530,2543.055,290.978,3434.031,480.106,6990.648,1116.499,7260.52,1351.68,6543.892,1089.604
490,104_Citrus_Dot,2286.211,293.57,500,2276.702,228.03,1917.261,200.848,2681.742,314.195,1979.665,369.191,2286.211,293.57
491,104_Citrus_Abdomen,7434.536,1225.157,45378,2647.95,450.453,3947.768,669.715,8116.316,1259.48,7834.563,1462.181,7434.536,1225.157
492,104_Citrus_AvLeaf,5427.918,1470.454,849857,2312.326,581.944,3154.621,908.362,6515.139,1627.197,4509.713,1402.649,5427.918,1470.454
493,105_Citrus_Leaf,4268.135,972.432,1691243,1921.137,360.142,2494.338,576.361,5226.35,1093.835,3415.273,908.512,4268.135,972.432
494,105_Citrus_Pronotum,5234.4,716.768,28084,2536.246,384.023,2545.849,453.066,4618.878,669.666,7920.072,1034.198,5234.4,716.768
495,105_Citrus_Dot,1953.281,279.886,2913,2077.906,236.024,1671.203,250.949,2301.095,302.845,1712.42,319.213,1953.281,279.886
496,105_Citrus_Abdomen,7406.065,919.825,64805,3523.227,463.935,4223.002,614.936,7020.329,878.971,9828.283,1381.335,7406.065,919.825
497,105_Citrus_AvLeaf,4570.885,1028.485,531310,1986.474,346.403,2650.404,587.132,5576.162,1163.819,3681.86,954.076,4570.885,1028.485
498,106_Citrus_Leaf,4205.523,907.395,1967509,1911.329,372.803,2472.223,560.626,5159.344,1016.125,3347.099,850.475,4205.523,907.395
499,106_Citrus_Pronotum,7100.602,937.792,9609,2755.494,389.852,3466.343,492.882,6845.309,886.257,9448.838,1336.65,7100.602,937.792
500,106_Citrus_Dot,2335.574,612.546,3416,2366.885,514.01,1992.787,556.367,2725.987,622.09,2025.683,654.308,2335.574,612.546
501,106_Citrus_Abdomen,7589.909,1115.967,53208,3286.73,635.759,4243.505,757.117,7590.785,1060.533,9299.272,1539.238,7589.909,1115.967
502,106_Citrus_AvLeaf,4293.383,895.337,627894,1916.766,340.186,2503.654,536.269,5264.858,1010.875,3421.904,829.275,4293.383,895.337
503,107_Citrus_Leaf,4159.015,1152.022,1843574,1860.772,399.149,2413.178,670.811,5108.827,1300.843,3314.38,1063.286,4159.015,1152.022
504,107_Citrus_Pronotum,6410.849,842.328,35786,3251.233,595.615,3571.627,705.715,6040.64,923.894,8651.438,931.215,6410.849,842.328
505,107_Citrus_Dot,2311.933,464.128,3564,2474.736,387.049,2070.589,399.578,2654.84,462.796,2056.615,558.744,2311.933,464.128
506,107_Citrus_Abdomen,5184.115,805.459,94842,2687.03,509.091,2918.929,621.645,4884.708,766.943,7066.88,1104.556,5184.115,805.459
507,107_Citrus_AvLeaf,4315.235,1061.375,596447,1891.457,353.135,2493.752,596.756,5290.67,1204.861,3449.791,979.377,4315.235,1061.375
508,108_Citrus_Leaf,5369.146,1324.41,1897456,2370.926,535.709,3176.123,813.132,6420.759,1459.528,4489.845,1284.373,5369.146,1324.41
509,108_Citrus_Pronotum,10993.106,990.931,26697,3823.529,637.99,5362.089,765.271,10565.87,1063.836,14478.642,1137.707,10993.106,990.931
510,108_Citrus_Dot,2807.172,430.57,3472,2802.144,321.384,2414.011,283.698,3163.409,423.344,2577.187,623.765,2807.172,430.57
511,108_Citrus_Abdomen,8006.299,874.96,58854,3440.543,492.637,4526.985,581.888,8036.867,850.822,9711.13,1226.778,8006.299,874.96
512,108_Citrus_AvLeaf,5351.682,1289.349,618427,2346.519,485.002,3149.057,762.815,6406.044,1430.795,4470.736,1241.206,5351.682,1289.349
513,109_Citrus_Leaf,5220.795,1433.645,2265920,2240.039,578.452,3036.923,894.065,6286.834,1583.543,4312.959,1368.975,5220.795,1433.645
514,109_Citrus_Pronotum,9455.597,1057.5,13474,3177.696,499.64,4500.81,580.931,9317.975,1020.174,12095.222,1490.797,9455.597,1057.5
515,109_Citrus_Dot,3175.175,677.269,592,2811.048,349.551,2510.985,382.294,3498.113,644.767,3127.438,938.661,3175.175,677.269
516,109_Citrus_Abdomen,6599.358,854.009,46210,2736.722,338.4,3536.08,405.046,6784.028,789.406,7828.363,1317.139,6599.358,854.009
517,109_Citrus_AvLeaf,5436.911,1584.239,819834,2354.034,674.455,3193.945,1018.413,6520.009,1737.387,4515.317,1520.413,5436.911,1584.239
518,110_Citrus_Leaf,3774.082,1021.612,1788544,1751.101,356.414,2203.191,592.478,4661.488,1155.264,2986.715,944.004,3774.082,1021.612
519,110_Citrus_Pronotum,6859.864,1022.833,40713,3266.858,532.22,3945.767,650.353,6813.053,990.504,8484.813,1298.92,6859.864,1022.833
520,110_Citrus_Dot,1834.698,376.667,2546,1990.147,315.087,1585.237,336.685,2215.798,385.472,1517.368,422.342,1834.698,376.667
521,110_Citrus_Abdomen,6858.334,1780.535,86020,3062.46,704.354,3859.421,999.852,6914.019,1689.246,8317.04,2324.481,6858.334,1780.535
522,110_Citrus_AvLeaf,4034.455,982.744,583397,1778.105,333.069,2315.908,565.935,4969.022,1111.657,3212.332,907.77,4034.455,982.744
523,111_Citrus_Leaf,4469.243,1266.89,2589926,2133.801,567.097,2706.152,821.656,5438.951,1383.121,3584.622,1237.456,4469.243,1266.89
524,111_Citrus_Pronotum,8143.602,1158.389,13003,3194.524,442.649,4516.169,647.954,8682.387,1203.696,8876.921,1353.212,8143.602,1158.389
525,111_Citrus_Dot,2543.327,431.812,557,2344.063,282.32,2094.656,291.768,2978.138,445.488,2199.785,537.675,2543.327,431.812
526,111_Citrus_Abdomen,9477.365,1077.48,26956,3702.451,629.732,5465.512,758.262,10381.523,1093.67,9611.814,1303.753,9477.365,1077.48
527,111_Citrus_AvLeaf,4516.617,1373.482,671292,2149.563,591.402,2725.255,875.337,5489.727,1504.695,3635.19,1329.503,4516.617,1373.482
528,112_Citrus_Leaf,4031.301,1379.171,1912897,2029.813,561.719,2469.058,864.868,4936.111,1527.826,3195.283,1301.97,4031.301,1379.171
529,112_Citrus_Pronotum,6614.104,749.217,41548,3185.618,593.768,3905.29,651.663,6851.439,782.236,7579.542,812.096,6614.104,749.217
530,112_Citrus_Dot,1927.668,352.577,1819,2206.823,302.682,1779.601,329.801,2338.187,381.262,1502.493,356.97,1927.668,352.577
531,112_Citrus_Abdomen,4703.328,575.717,113422,2791.402,312.899,3129.695,400.83,4993.713,590.825,5107.918,704.251,4703.328,575.717
532,112_Citrus_AvLeaf,3952.295,1153.019,643283,1952.083,499.673,2382.965,727.861,4858.451,1276.206,3117.973,1097.87,3952.295,1153.019
533,113_Citrus_Leaf,4520.982,1155.967,1198928,1988.816,515.223,2614.992,754.802,5467.232,1274.578,3746.203,1094.266,4520.982,1155.967
534,113_Citrus_Pronotum,4016.632,412.802,36936,2172.185,204.367,2395.859,235.854,4373.952,420.297,4311.541,551.262,4016.632,412.802
535,113_Citrus_Dot,1551.532,201.119,2236,1782.7,192.655,1319.779,187.576,1964.968,229.571,1159.85,206.642,1551.532,201.119
536,113_Citrus_Abdomen,7477.065,1366.585,79811,3770.674,646.235,4680.422,882.117,7613.806,1352.627,8676.456,1661.227,7477.065,1366.585
537,113_Citrus_AvLeaf,4501.289,948.065,341808,1993.384,492.025,2621.627,642.998,5449.959,1046.514,3710.861,899.135,4501.289,948.065
538,114_Citrus_Leaf,3975.836,942.708,1434043,1789.281,372.437,2296.797,576.602,4897.79,1052.884,3161.276,886.719,3975.836,942.708
539,114_Citrus_Pronotum,5408.23,940.686,36743,2402.558,503.782,2577.376,632.77,4951.749,939.008,7834.08,1154.707,5408.23,940.686
540,114_Citrus_Dot,1632.37,314.238,3232,1784.035,285.312,1341.574,274.86,1989.678,330.379,1379.753,371.361,1632.37,314.238
541,114_Citrus_Abdomen,6952.996,832.241,70851,2903.367,398.232,3538.494,475.419,6581.071,760.946,9448.562,1458.88,6952.996,832.241
542,114_Citrus_AvLeaf,4182.324,942.684,479834,1828.294,332.993,2400.56,548.257,5136.539,1060.644,3344.504,882.829,4182.324,942.684
543,115_Citrus_Leaf,6081.399,1879.355,1763715,2605.148,720.484,3600.829,1146.236,7208.38,2064.261,5162.927,1824.712,6081.399,1879.355
544,115_Citrus_Pronotum,7404.561,865.121,29980,3868.37,418.8,4108.663,552.221,6535.344,870.34,10830.57,1358.114,7404.561,865.121
545,115_Citrus_Dot,2850.576,432.121,2933,3022.179,325.39,2575.846,327.284,3136.413,464.534,2713.558,495.596,2850.576,432.121
546,115_Citrus_Abdomen,10134.375,1955.434,65423,4974.881,944.099,5645.287,1220.537,8673.018,1748.317,15247.827,2895.263,10134.375,1955.434
547,115_Citrus_AvLeaf,6611.772,2180.955,559783,2802.197,874.093,3926.772,1366.965,7790.024,2382.547,5667.83,2120.088,6611.772,2180.955
548,116_Citrus_Leaf,4421.082,1407.762,2031581,2176.551,623.659,2702.391,913.955,5367.973,1542.644,3561.821,1357.854,4421.082,1407.762
549,116_Citrus_Pronotum,4932.857,381.119,34655,2893.038,240.696,3131.147,227.263,5047.864,419.899,5778.911,502.881,4932.857,381.119
550,116_Citrus_Dot,1968.904,267.301,3393,2265.961,255.794,1760.854,260.242,2345.496,299.282,1630.591,282.585,1968.904,267.301
551,116_Citrus_Abdomen,9586.27,1195.241,63657,5000.837,756.3,6098.907,957.662,9577.707,1265.901,11325.285,1274.722,9586.27,1195.241
552,116_Citrus_AvLeaf,5014.257,1680.289,569657,2347.838,747.311,3041.616,1090.149,6035.499,1842.437,4105.543,1606.879,5014.257,1680.289
553,117_Citrus_Leaf,5598.87,1532.096,1708353,1875.565,383.435,2933.718,799.465,6737.871,1716.401,4750.636,1478.452,5598.87,1532.096
554,117_Citrus_Pronotum,5058.838,933.914,35268,2648.486,405.623,3010.637,544.079,5363.857,910.104,5622.684,1192.53,5058.838,933.914
555,117_Citrus_Dot,1697.146,288.72,2541,1877.909,196.542,1429.1,219.595,2112.566,311.011,1315.711,332.279,1697.146,288.72
556,117_Citrus_Abdomen,5414.821,1024.28,79272,2972.862,382.558,3523.058,610.874,5729.432,1020.034,5899.686,1272.139,5414.821,1024.28
557,117_Citrus_AvLeaf,5893.377,1604.847,677709,1907.703,374.207,3066.305,822.715,7069.768,1789.845,5036.352,1569.193,5893.377,1604.847
558,118_Citrus_Leaf,5037.517,1385.21,1566837,1699.592,447.123,2627.122,795.297,6117.953,1520.962,4206.803,1362.542,5037.517,1385.21
559,118_Citrus_Pronotum,5407.393,758.622,42928,2359.043,339.276,2718.18,444.304,5289.081,737.286,7097.267,1036.535,5407.393,758.622
560,118_Citrus_Dot,1830.756,271.254,2606,1940.892,248.579,1480.926,239.459,2210.789,285.941,1547.716,306.9,1830.756,271.254
561,118_Citrus_Abdomen,6656.659,890.4,79406,3060.579,440.152,3704.659,603.292,6527.666,951.241,8469.08,1118.361,6656.659,890.4
562,118_Citrus_AvLeaf,5348.485,1312.11,462628,1788.684,457.303,2798.487,779.399,6460.709,1436.862,4508.672,1288.416,5348.485,1312.11
563,120_Citrus_Leaf,4312.336,1445.659,1448395,2068.784,627.315,2587.702,927.771,5259.399,1578.607,3456.853,1403.823,4312.336,1445.659
