 ,Label,lumMean,lumSD,area,vsMean,vsSD,swMean,swSD,mwMean,mwSD,lwMean,lwSD,dblMean,dblSD
1,000_Citrus_MeanLog,4038.322833,2291.8925,4824058.333,3355.923667,1332.955,3186.457667,1745.013167,4258.166,2242.9615,4263.2755,2754.519333,4038.322833,2291.8925
2,000_Citrus_MeanLeaf,5815.002407,1294.997284,2293048.869,2282.028716,482.859556,3300.239966,774.4803657,6916.178922,1436.417608,4971.398746,1262.297892,5815.002407,1294.997284
3,000_Citrus_MeanLeafOCT,4603.780216,823.7811098,1044597.656,2483.871272,449.9975073,2949.916941,553.823104,5364.90723,909.0142784,4080.94475,842.4822224,4603.780216,823.7811098
4,001_Citrus_Leaf,7076.45,1818.487,2408738,2403.805,806.664,3901.245,1208.183,8335.34,1987.971,6191.36,1734.482,7076.45,1818.487
5,001_Citrus_Pronotum,6259.484,895.704,4793,2397.107,394.687,3521.096,567.063,7116.289,893.637,6009.727,1098.306,6259.484,895.704
6,001_Citrus_Dot,6596.563,1808.531,846,2809.104,379.172,3963.529,909.671,7277.446,1917.35,6657.871,1984.36,6596.563,1808.531
7,001_Citrus_Abdomen,8222.678,1414.886,44845,2987.907,526.852,4631.767,821.421,8990.811,1388.282,8495.85,1799.502,8222.678,1414.886
8,001_Citrus_AvLeaf,7853.141,2072.801,1021245,2752.183,928.062,4424.346,1385.819,9187.926,2264.949,6907.347,1968.755,7853.141,2072.801
9,002_Citrus_Leaf,7660.309,2196.292,2193253,2563.958,1022.812,4211.79,1516.083,8968.859,2386.911,6776.219,2092.556,7660.309,2196.292
10,002_Citrus_Pronotum,8541.588,1315.728,21144,3574.566,590.872,4781.213,777.277,8802.929,1199.067,9879.599,1882.318,8541.588,1315.728
11,002_Citrus_Dot,3520.515,349.565,683,3157.044,322.072,2929.904,305.205,3884.374,386.899,3351.303,409.522,3520.515,349.565
12,002_Citrus_Abdomen,10943.127,1392.727,99676,3961.398,560.603,5842.816,759.112,11135.389,1319.702,12965.379,2060.231,10943.127,1392.727
13,002_Citrus_AvLeaf,9157.8,2633.303,829861,3268.471,1253.52,5268.119,1835.25,10586.814,2866.748,8191.679,2484.485,9157.8,2633.303
14,003_Citrus_Leaf,7414.883,1809.367,2282280,2454.749,913.759,4048.928,1289.897,8693.001,1960.198,6561.968,1725.162,7414.883,1809.367
15,003_Citrus_Pronotum,4851.25,525.18,15404,2156.574,216.574,2728.639,270.02,5380.936,553.907,5006.64,662.445,4851.25,525.18
16,003_Citrus_Dot,1684.754,348.662,1113,1566.512,156.335,1261.099,166.621,2136.055,375.041,1304.694,417.449,1684.754,348.662
17,003_Citrus_Abdomen,5541.492,602.595,93782,2177.482,254.881,3033.794,308.751,6187.074,630.802,5624.832,766.69,5541.492,602.595
18,003_Citrus_AvLeaf,8502.48,1927.473,858836,3038.182,971.903,4858.962,1362.647,9869.046,2099.893,7568.89,1819.951,8502.48,1927.473
19,004_Citrus_Leaf,5470.621,1840.244,2035928,2079.308,653.616,3033.831,1088.598,6503.158,2028.17,4739.211,1778.625,5470.621,1840.244
20,004_Citrus_Pronotum,4947.502,579.997,17310,2063.543,237.259,2695.325,294.415,5550.873,596.312,5006.736,764.573,4947.502,579.997
21,004_Citrus_Dot,1897.324,318.989,1190,1831.832,208.159,1502.76,237.76,2328.391,342.662,1538.789,367.984,1897.324,318.989
22,004_Citrus_Abdomen,6582.183,940.872,92254,2268.618,310.068,3279.904,434.692,6873.918,932.712,7709.192,1276.887,6582.183,940.872
23,004_Citrus_AvLeaf,5883.785,2188.754,1011798,2236.568,751.04,3291.223,1278.014,6962.591,2412.266,5118.008,2115.857,5883.785,2188.754
24,005_Citrus_Leaf,5054.226,1509.835,2319595,1855.53,523.213,2733.403,883.724,6076.711,1669.463,4301.17,1458.235,5054.226,1509.835
25,005_Citrus_Pronotum,8033.225,1098.548,7071,3163.92,528.717,4647.201,713.235,9015.724,1155.317,7767.846,1203.563,8033.225,1098.548
26,005_Citrus_Dot,6898.996,1785.874,728,3278.951,262.453,4316.266,760.957,7738.352,1977.898,6590.573,1839.382,6898.996,1785.874
27,005_Citrus_Abdomen,9434.271,1492.342,44948,3820.465,644.374,5569.302,956.501,10224.828,1540.367,9741.089,1690.801,9434.271,1492.342
28,005_Citrus_AvLeaf,4755.793,2304.173,659310,1943.941,811.118,2689.113,1385.576,5726.071,2531.159,3999.278,2217.664,4755.793,2304.173
29,006_Citrus_Leaf,6673.588,1889.82,2288527,2405.662,919.173,3732.757,1316.483,7869.882,2050.95,5813.716,1809.547,6673.588,1889.82
30,006_Citrus_Pronotum,6464.772,850.422,9960,2345.119,331.451,3326.25,486.6,6911.965,888.877,7202.48,1018.719,6464.772,850.422
31,006_Citrus_Dot,1958.716,281.568,880,1859.173,160.879,1555.935,160.528,2396.613,314.866,1592.113,335.368,1958.716,281.568
32,006_Citrus_Abdomen,6421.024,813.208,55022,2596.738,321.534,3638.059,478.94,7026.516,887.128,6687.836,935.056,6421.024,813.208
33,006_Citrus_AvLeaf,7416.915,2186.135,804117,2955.445,990.75,4386.602,1484.171,8648.812,2388.756,6506.656,2068.421,7416.915,2186.135
34,007_Citrus_Leaf,8970.513,2429.363,2305246,3140.339,933.532,5081.038,1511.289,10380.649,2674.686,8048.65,2327.494,8970.513,2429.363
35,007_Citrus_Pronotum,7657.711,707.31,21070,2742.441,258.03,3748.59,270.145,7752.689,692.135,9411.918,1110.38,7657.711,707.31
36,007_Citrus_Dot,2593.547,323.083,770,2333.263,190.238,2032.203,184.933,2963.734,340.737,2421.465,463.549,2593.547,323.083
37,007_Citrus_Abdomen,9117.276,1288.14,93712,3158.631,436.004,4574.719,631.758,9237.466,1237.558,11074.149,1784.197,9117.276,1288.14
38,007_Citrus_AvLeaf,9117.776,2949.471,1028673,3230.965,1077.144,5182.357,1804.774,10548.152,3261.866,8168.526,2793.819,9117.776,2949.471
39,008_Citrus_Leaf,5611.941,1701.877,2330153,2158.7,692.941,3167.569,1080.586,6673.15,1861.209,4825.521,1643.768,5611.941,1701.877
40,008_Citrus_Pronotum,7589.094,1076.651,14905,2489.636,442.463,3386.352,587.195,7390.304,1018.723,10059.768,1500.413,7589.094,1076.651
41,008_Citrus_Dot,2673.586,471.767,981,2290.265,256.558,2038.89,232.857,3031.315,445.092,2554.552,718.744,2673.586,471.767
42,008_Citrus_Abdomen,10700.997,1404.982,83032,3644.621,547.667,5417.011,754.069,10755.381,1306.895,13080.639,2071.897,10700.997,1404.982
43,008_Citrus_AvLeaf,5991.125,2006.024,1093853,2294.666,805.342,3388.648,1268.514,7095.405,2197.363,5177.89,1924.839,5991.125,2006.024
44,009_Citrus_Leaf,5161.313,1324.094,1515965,2562.413,631.241,3263.536,900.099,6060.875,1452.285,4469.854,1263.876,5161.313,1324.094
45,009_Citrus_Pronotum,6427.214,768.957,18361,2297.411,212.057,3153.015,291.49,6624.567,737.483,7727.051,1116.887,6427.214,768.957
46,009_Citrus_Dot,2198.357,295.068,1166,2065.797,190.56,1726.115,171.147,2562.509,292.215,1999.313,438.428,2198.357,295.068
47,009_Citrus_Abdomen,8666.711,1176.696,105215,3035.17,542.748,4543.508,725.178,8944.283,1186.866,10146.675,1415.211,8666.711,1176.696
48,009_Citrus_AvLeaf,5634.431,1369.631,890821,2820.473,653.087,3613.586,926.17,6579.892,1506.2,4895.447,1304.71,5634.431,1369.631
49,010_Citrus_Leaf,4542.165,1139.306,1787778,2268.276,557.84,2839.32,779.044,5408.06,1231.708,3842.304,1120.866,4542.165,1139.306
50,010_Citrus_Pronotum,11230.46,2335.993,14002,3506.111,798.257,5704.154,1247.04,11545.293,2288.183,13199.171,2986.893,11230.46,2335.993
51,010_Citrus_Dot,2777.536,710.696,833,2303.457,310.222,2093.316,395.955,3156.876,706.784,2637.113,906.835,2777.536,710.696
52,010_Citrus_Abdomen,10902.533,2506.065,80410,3639.28,948.82,5757.789,1468.083,11292.177,2484.992,12558.983,3031.747,10902.533,2506.065
53,010_Citrus_AvLeaf,4777.497,1633.229,466166,2468.205,766.641,3064.549,1115.646,5649.496,1766.805,4064.828,1582.581,4777.497,1633.229
54,011_Citrus_Leaf,5393.828,1498.665,1642988,2672.916,702.652,3410.36,1007.956,6320.843,1632.549,4677.079,1450.131,5393.828,1498.665
55,011_Citrus_Pronotum,7208.705,1084.859,15196,2538.946,348.173,3631.912,527.191,7499.606,1083.299,8438.861,1394.637,7208.705,1084.859
56,011_Citrus_Dot,2229.669,424.178,1203,1906.41,171.258,1636.647,195.633,2649.813,426.669,1974.843,581.949,2229.669,424.178
57,011_Citrus_Abdomen,8406.339,1479.41,93210,3043.665,472.277,4503.351,782.172,8806.933,1500.566,9545.75,1778.999,8406.339,1479.41
58,011_Citrus_AvLeaf,5952.368,1738.426,753753,3005.842,775.093,3844.912,1146.161,6918.369,1899.399,5200.359,1676.408,5952.368,1738.426
59,012_Citrus_Leaf,6911.905,1986.372,2679807,2217.045,537.877,3699.183,1079.395,8207.475,2219.094,5970.93,1900.599,6911.905,1986.372
60,012_Citrus_Pronotum,6523.501,478.075,16263,2399.225,237.368,3426.396,246.171,7083.312,549.458,7020.542,558.415,6523.501,478.075
61,012_Citrus_Dot,1804.714,284.757,1428,1767.962,159.259,1433.295,182.328,2255.574,318.366,1405.605,326.612,1804.714,284.757
62,012_Citrus_Abdomen,5385.918,433.702,68524,2250.042,218.57,3008.565,249.183,5923.255,496.98,5636.971,502.327,5385.918,433.702
63,012_Citrus_AvLeaf,7338.163,2524.601,1169953,2368.159,615.31,3956.822,1337.199,8674.156,2828.388,6379.134,2403.581,7338.163,2524.601
64,013_Citrus_Leaf,6625.074,2101.42,2693599,2105.536,550.067,3513.527,1133.513,7882.802,2336.993,5718.955,2029.13,6625.074,2101.42
65,013_Citrus_Pronotum,12439.786,1179.157,17068,3475.71,477.013,5826.575,546.145,12519.782,1117.885,15322.389,1765.145,12439.786,1179.157
66,013_Citrus_Dot,2594.278,581.187,1447,2251.365,376.169,1958.371,408.456,2993.775,579.398,2387.186,710.008,2594.278,581.187
67,013_Citrus_Abdomen,9467.203,786.996,67631,2989.744,362.562,4761.721,421.641,9765.256,762.982,11150.375,1156.36,9467.203,786.996
68,013_Citrus_AvLeaf,7468.71,2734.627,918959,2326.594,650.083,3973.767,1444.747,8821.076,3046.756,6522.744,2633.504,7468.71,2734.627
69,014_Citrus_Leaf,5411.749,1470.53,2023336,2007.705,542.444,2976.53,898.615,6466.458,1632.25,4636.274,1389.969,5411.749,1470.53
70,014_Citrus_Pronotum,5531.466,616.664,16622,1785.467,197.733,2499.368,264.425,5753.897,625.58,6691.862,826.281,5531.466,616.664
71,014_Citrus_Dot,1460.627,296.689,1331,1377.191,158.132,1010.003,175.261,1866.29,292.84,1185.035,405.706,1460.627,296.689
72,014_Citrus_Abdomen,6731.766,1044.692,111424,2554.491,423.599,3628.838,616.852,7111.773,1055.905,7593.4,1254.806,6731.766,1044.692
73,014_Citrus_AvLeaf,5685.541,1833.823,1033317,2156.675,607.933,3174.689,1079.888,6764.96,2041.535,4886.245,1728.441,5685.541,1833.823
74,015_Citrus_Leaf,5272.258,1419.547,2072694,1946.909,518.687,2881.173,861.923,6312.849,1565.995,4511.595,1363.798,5272.258,1419.547
75,015_Citrus_Pronotum,10791.112,1023.318,21204,3444.359,428.465,5439.954,502.406,11142.144,1001.642,12607.173,1422.117,10791.112,1023.318
76,015_Citrus_Dot,2649.413,435.09,792,2203.48,232.529,1990.734,276.268,3064.599,454.489,2428.488,526.514,2649.413,435.09
77,015_Citrus_Abdomen,7964.226,939.947,94327,2670.862,339.723,4109.571,513.098,8384.69,958.953,9054.049,1142.956,7964.226,939.947
78,015_Citrus_AvLeaf,5610.863,1864.314,714562,2116.664,642.578,3118.653,1114.432,6683.531,2057.403,4822.128,1784.444,5610.863,1864.314
79,016_Citrus_Leaf,8093.08,2266.095,2656427,2453.554,642.666,4279.141,1254.495,9505.583,2527.669,7156.901,2171.918,8093.08,2266.095
80,016_Citrus_Pronotum,9148.919,630.096,21353,3197.758,580.274,4306.429,610.825,8544.633,673.517,12702.2,967.638,9148.919,630.096
81,016_Citrus_Dot,2420.65,351.827,5845,2311.17,287.558,1964.674,289.597,2782.35,375.79,2225.318,413.876,2420.65,351.827
82,016_Citrus_Abdomen,7623.646,899.311,132576,2873.817,341.206,3851.608,426.558,7436.57,888.556,9904.777,1254.712,7623.646,899.311
83,016_Citrus_AvLeaf,8462.283,2678.518,1173126,2595.688,704.188,4508.907,1452.879,9919.013,3006.48,7488.721,2526.008,8462.283,2678.518
84,017_Citrus_Leaf,5667.462,1505.897,2166988,2378.057,628.866,3344.253,961.542,6744.658,1652.634,4797.829,1451.396,5667.462,1505.897
85,017_Citrus_Pronotum,13699.938,1662.952,16083,5755.08,914.349,7475.16,1117.854,12797.658,1594.102,18344.71,2217.332,13699.938,1662.952
86,017_Citrus_Dot,4032.392,939.728,1436,3425.184,658.16,3248.093,727.827,4314.986,909.044,4106.038,1144.817,4032.392,939.728
87,017_Citrus_Abdomen,11529.672,3132.886,75094,3733.011,1112.079,5614.001,1730.862,11353.095,3039.739,14635.132,3938.661,11529.672,3132.886
88,017_Citrus_AvLeaf,6172.231,1906.633,759390,2505.77,714.865,3618.693,1180.069,7320.778,2104.384,5249.594,1815.038,6172.231,1906.633
89,018_Citrus_Leaf,7865.836,2345.67,2478532,2502.447,714.847,4239.591,1341.025,9227.503,2589.007,6950.6,2272.133,7865.836,2345.67
90,018_Citrus_Pronotum,12695.571,1741.584,24374,4255.684,606.5,5970.029,876.986,11701.272,1669.589,17778.452,2404.074,12695.571,1741.584
91,018_Citrus_Dot,3531.079,684.393,7388,3167.556,448.794,2911.001,484.937,3830.388,652.927,3511.923,933.989,3531.079,684.393
92,018_Citrus_Abdomen,12763.693,2489.599,100667,4234.828,932.034,6319.384,1352.774,12258.796,2377.574,16753.121,3269.635,12763.693,2489.599
93,018_Citrus_AvLeaf,8401.611,3053.609,885722,2738.971,981.944,4595.855,1788.557,9824.789,3368.495,7425.329,2925.18,8401.611,3053.609
94,019_Citrus_Leaf,6470.062,1980.241,2409196,2333.402,665.728,3613.274,1169.123,7665.236,2202.337,5578.407,1875.499,6470.062,1980.241
95,019_Citrus_Pronotum,5235.419,461.345,52977,2381.374,308.47,2972.018,332.614,5544.653,496.452,5897.37,604.922,5235.419,461.345
96,019_Citrus_Dot,1699.747,222.62,5792,1914.496,217.168,1519.493,209.337,2091.594,264.554,1336.114,227.749,1699.747,222.62
97,019_Citrus_Abdomen,9754.84,1300.254,167671,4760.132,959.692,6233.988,1122.289,9878.391,1365.728,11266.456,1309.592,9754.84,1300.254
98,019_Citrus_AvLeaf,7447.662,1972.217,1212169,2655.951,720.325,4192.79,1204.854,8753.944,2183.273,6485.746,1874.11,7447.662,1972.217
99,020_Citrus_Leaf,7238.505,2155.117,2700873,2233.203,618.195,3828.823,1204.757,8565.129,2405.274,6315.709,2053.733,7238.505,2155.117
100,020_Citrus_Pronotum,7608.635,982.336,28811,2660.263,458.017,3466.175,550.889,7083.266,898.253,10723.823,1567.325,7608.635,982.336
101,020_Citrus_Dot,1805.877,301.684,4218,1848.458,276.915,1455.988,277.148,2163.03,327.045,1582.734,318.757,1805.877,301.684
102,020_Citrus_Abdomen,7075.434,1118.976,135462,2848.482,345.884,3586.759,489.495,6738.652,1012.316,9540.574,1738.884,7075.434,1118.976
103,020_Citrus_AvLeaf,7567.107,2548.463,1191611,2353.169,700.012,4034.189,1414.564,8942.099,2849.541,6592.777,2408.907,7567.107,2548.463
104,021_Citrus_Leaf,5746.8,1430.31,1906751,2407.371,576.717,3398.562,895.29,6838.509,1573.661,4855.649,1388.297,5746.8,1430.31
105,021_Citrus_Pronotum,5869.639,662.713,19843,2298.841,226.795,3137.876,299.904,6397.47,704.101,6279.418,810.044,5869.639,662.713
106,021_Citrus_Dot,2054.484,345.923,1445,1915.483,164.549,1604.468,170.255,2490.705,370.158,1708.841,436.205,2054.484,345.923
107,021_Citrus_Abdomen,7406.378,1296.894,111672,2907.208,458.169,4106.711,712.803,7813.062,1294.767,8288.823,1599.294,7406.378,1296.894
108,021_Citrus_AvLeaf,6210.341,1834.615,648060,2576.762,695.081,3678.605,1123.391,7353.347,2021.369,5285.667,1773.811,6210.341,1834.615
109,022_Citrus_Leaf,5322.288,1536.602,2168270,2222.841,616.27,3119.037,974.995,6371.824,1688.473,4461.001,1478.875,5322.288,1536.602
110,022_Citrus_Pronotum,7222.392,1095.547,16465,2614.56,416.394,3731.984,581.396,7635.999,1073.982,8168.542,1473.682,7222.392,1095.547
111,022_Citrus_Dot,2201.788,375.201,967,2020.73,201.199,1708.605,236.205,2602.807,384.123,1940.994,480.248,2201.788,375.201
112,022_Citrus_Abdomen,6616.248,1167.174,89064,2563.553,586.537,3505.824,748.676,6902.766,1129.267,7668.879,1531.51,6616.248,1167.174
113,022_Citrus_AvLeaf,5823.349,1696.077,953667,2389.367,670.744,3418.97,1071.732,6935.035,1864.749,4915.165,1633.183,5823.349,1696.077
114,023_Citrus_Leaf,5187.852,1193.202,2219444,2193.627,501.26,3031.495,759.429,6220.059,1322.629,4340.751,1134.791,5187.852,1193.202
115,023_Citrus_Pronotum,6573.464,584.308,19577,2376.86,377.735,3296.571,407.274,6894.734,630.712,7620.156,706.039,6573.464,584.308
116,023_Citrus_Dot,1700.676,351.42,1444,1599.308,225.403,1239.14,223.219,2113.763,364.792,1410.532,439.162,1700.676,351.42
117,023_Citrus_Abdomen,5274.501,457.144,99368,2147.042,204.121,2808.406,218.081,5702.946,489.894,5780.43,604.343,5274.501,457.144
118,023_Citrus_AvLeaf,5471.62,1333.302,1093368,2329.796,515.18,3232.21,818.305,6537.443,1485.055,4587.612,1258.497,5471.62,1333.302
119,024_Citrus_Leaf,4176.114,1133.988,1934467,1906.36,455.076,2474.322,712.606,5093.395,1257.056,3381.097,1077.552,4176.114,1133.988
120,024_Citrus_Pronotum,5592.451,555.855,15397,2442.444,329.113,2699.58,378.938,5145.04,560.392,8031.257,906.705,5592.451,555.855
121,024_Citrus_Dot,1891.547,505.034,5905,1927.816,274.523,1540.49,329.031,2231.958,491.739,1700.675,661.763,1891.547,505.034
122,024_Citrus_Abdomen,7574.022,1078.726,83716,3152.914,503.532,4068.814,639.137,7465.979,1010.66,9572.155,1520.418,7574.022,1078.726
123,024_Citrus_AvLeaf,4523.391,1423.027,575664,2014.885,532.945,2673.483,868.896,5489.247,1573.852,3688.389,1358.547,4523.391,1423.027
124,025_Citrus_Leaf,6397.715,1535.547,2388437,2277.106,599.216,3533.607,951.235,7587.683,1696.16,5522.871,1470.689,6397.715,1535.547
125,025_Citrus_Pronotum,5512.561,634.721,33198,2340.024,277.092,2768.54,359.394,5369.014,620.155,7284.836,940.013,5512.561,634.721
126,025_Citrus_Dot,1817.674,227.448,5353,1948.009,214.196,1556.81,192.112,2183.794,266.548,1536.485,245.9,1817.674,227.448
127,025_Citrus_Abdomen,6790.422,859.985,111579,2650.568,414.28,3377.523,546.393,6530.248,874.538,9073.001,1138.854,6790.422,859.985
128,025_Citrus_AvLeaf,6823.454,1803.961,683742,2536.918,680.769,3869.006,1113.863,8049.216,1996.1,5905.739,1709.803,6823.454,1803.961
129,026_Citrus_Leaf,4125.769,1261.173,2944338,1779.221,506.204,2351.391,796.358,5062.256,1395.251,3323.429,1194.771,4125.769,1261.173
130,026_Citrus_Pronotum,5292.484,683.223,23253,1938.326,195.872,2643.845,285.155,5645.122,698.111,6033.202,883.509,5292.484,683.223
131,026_Citrus_Dot,1564.267,280.693,2043,1649.823,164.816,1280.465,166.668,1973.166,300.14,1210.933,350.392,1564.267,280.693
132,026_Citrus_Abdomen,6703.692,1421.642,89008,2407.457,461.764,3407.161,741.158,6984.803,1412.672,7846.098,1769.691,6703.692,1421.642
133,026_Citrus_AvLeaf,4453.103,1390.383,1529176,1899.433,570.279,2554.314,885.191,5429.659,1535.565,3618.354,1315.751,4453.103,1390.383
134,029_Citrus_Leaf,3927.401,1273.866,2026750,1876.902,458.585,2342.286,758.122,4825.404,1429.843,3121.653,1187.006,3927.401,1273.866
135,029_Citrus_Pronotum,7308.483,736.953,32782,2923.898,482.386,3488.614,557.333,6659.22,761.263,10529.259,1001.989,7308.483,736.953
136,029_Citrus_Dot,2155.739,338.517,6411,2277.644,269.372,1897.868,278.158,2500.546,352.874,1909.631,422.223,2155.739,338.517
137,029_Citrus_Abdomen,5992.223,1087.864,125661,2822.241,413.343,3340.427,614.764,5800.982,1013.013,7817.824,1586.156,5992.223,1087.864
138,029_Citrus_AvLeaf,4240.034,1549.552,516153,1946.322,511.146,2507.824,901.045,5189.895,1733.844,3388.1,1453.114,4240.034,1549.552
139,030_Citrus_Leaf,4046.204,1522.831,3303227,2429.435,780.888,2748.758,1057.228,4853.801,1652.561,3290.483,1467.628,4046.204,1522.831
140,030_Citrus_Pronotum,6031.785,714.425,36754,2571.52,494.996,2923.272,705.804,5573.386,806.875,8579.772,778.708,6031.785,714.425
141,030_Citrus_Dot,1407.387,224.055,6321,1659.004,188.224,1169.854,197.496,1777.426,249.917,1110.309,272.759,1407.387,224.055
142,030_Citrus_Abdomen,5216.187,768.707,134091,2691.871,400.018,2995.868,616.754,5031.515,850.793,6850.362,977.057,5216.187,768.707
143,030_Citrus_AvLeaf,4505.971,1759.557,1424383,2692.862,855.915,3092.501,1182.129,5350.61,1913.769,3716.683,1700.334,4505.971,1759.557
144,031_Citrus_Leaf,3027.616,1162.676,3401561,1916.68,614.863,2026.952,809.353,3756.791,1257.12,2317.215,1134.104,3027.616,1162.676
145,031_Citrus_Pronotum,5706.89,623.593,48422,2754.798,334.335,2991.216,387.944,5320.456,595.956,7941.988,994.744,5706.89,623.593
146,031_Citrus_Dot,2248.651,453.473,5758,2416.923,402.306,2038.981,428.869,2591.83,463.54,1986.84,508.276,2248.651,453.473
147,031_Citrus_Abdomen,7999.62,1137.369,160260,4085.397,593.329,4749.209,763.847,7544.217,1050.11,10572.974,1811.138,7999.62,1137.369
148,031_Citrus_AvLeaf,3480.017,1356.072,1405244,2157.966,689.416,2351.811,923.14,4246.723,1471.485,2741.123,1316.707,3480.017,1356.072
149,032_Citrus_Leaf,5481.592,1888.321,2498377,2301.828,767.546,3216.623,1206.733,6543.09,2080.611,4619.129,1784.059,5481.592,1888.321
150,032_Citrus_Pronotum,5441.863,630.553,57476,2619.138,329.934,2550.26,434.218,4579.798,650.803,8708.742,963.745,5441.863,630.553
151,032_Citrus_Dot,2359.318,519.344,5047,2550.12,474.857,2105.571,508.462,2641.062,534.312,2232.584,545.183,2359.318,519.344
152,032_Citrus_Abdomen,7691.231,970.783,149780,3910.273,506.7,4106.764,611.221,6449.564,860.887,11996.178,1656.217,7691.231,970.783
153,032_Citrus_AvLeaf,6467.777,2090.217,1270018,2680.844,879.258,3839.213,1358.861,7631.02,2292.401,5538.591,1983.218,6467.777,2090.217
154,033_Citrus_Leaf,3981.387,1184.121,2036233,1919.511,455.479,2396.931,712.022,4888.044,1326.668,3156.984,1111.006,3981.387,1184.121
155,033_Citrus_Pronotum,8485.906,906.397,36805,3140.14,500.506,3719.622,598.559,7331.25,917.179,13106.917,1367.465,8485.906,906.397
156,033_Citrus_Dot,2372.044,372.942,5675,2438.916,271.422,2054.933,270.523,2675.75,370.077,2230.741,538.336,2372.044,372.942
157,033_Citrus_Abdomen,7424.503,1319.519,134257,3286.492,649.662,3852.773,822.884,6795.572,1211.071,10497.214,2058.425,7424.503,1319.519
158,033_Citrus_AvLeaf,5123.133,1811.529,767767,2295.241,623.925,3076.004,1073.377,6165.332,2023.77,4206.069,1694.155,5123.133,1811.529
159,034_Citrus_Leaf,5805.711,1738.284,2169227,2169.729,552.299,3241.197,989.82,6942.101,1951.86,4915.536,1637.195,5805.711,1738.284
160,034_Citrus_Pronotum,6145.231,899.703,51511,3415.402,755.962,3273.213,896.176,5098.621,1022.427,9759.374,979.511,6145.231,899.703
161,034_Citrus_Dot,1638.496,338.52,4449,1995.363,294.828,1522.103,309.769,1971.041,385.607,1364.098,341.154,1638.496,338.52
162,034_Citrus_Abdomen,4102.934,451.052,173399,2401.158,309.625,2263.749,339.853,3740.801,466.221,5934.353,740.93,4102.934,451.052
163,034_Citrus_AvLeaf,6442.491,2297.693,724153,2375.362,699.554,3616.584,1299.665,7649.638,2565.491,5510.831,2179.567,6442.491,2297.693
164,035_Citrus_Leaf,4439.508,1363.103,2256421,2055.531,542.778,2671.723,847.436,5402.673,1531.271,3573.727,1254.227,4439.508,1363.103
165,035_Citrus_Pronotum,4672.298,463.228,40657,2448.061,271.982,2480.037,333.593,4298.154,482.51,6675.249,671.772,4672.298,463.228
166,035_Citrus_Dot,1483.406,226.55,7448,1735.119,167.111,1295.569,162.037,1862.496,234.37,1149.341,322.643,1483.406,226.55
167,035_Citrus_Abdomen,4951.619,541.15,145177,2517.29,314.706,2730.391,406.611,4717.406,553.971,6685.551,734.677,4951.619,541.15
168,035_Citrus_AvLeaf,5023.761,1839.171,642033,2263.618,626.215,3030.556,1091.002,6057.895,2069.603,4101.637,1689.569,5023.761,1839.171
169,036_Citrus_Leaf,6323.723,1669.242,2980650,2307.224,597.012,3533.788,1003.331,7515.894,1854.128,5409.527,1583.774,6323.723,1669.242
170,036_Citrus_Pronotum,9510.462,1154.587,37528,3645.103,606.151,4845.336,737.807,9035.381,1121.525,12715.927,1668.767,9510.462,1154.587
171,036_Citrus_Dot,2581.872,796.044,6009,2657.815,754.6,2332.168,790.278,2934.383,790.976,2313.688,839.063,2581.872,796.044
172,036_Citrus_Abdomen,6824.651,1105.695,121897,2672.477,334.238,3491.25,504.982,6761.625,1060.681,8670.638,1591.377,6824.651,1105.695
173,036_Citrus_AvLeaf,6842.382,2086.188,1248554,2442.376,718.466,3821.226,1247.42,8099.973,2306.193,5887.531,1992.598,6842.382,2086.188
174,037_Citrus_Leaf,3895.988,1468.796,3253915,2396.698,807.082,2664.497,1051.026,4689.995,1581.831,3139.122,1425.76,3895.988,1468.796
175,037_Citrus_Pronotum,6680.546,1011.726,39580,3071.836,406.284,3368.332,554.054,5887.528,946.677,9979.639,1524.684,6680.546,1011.726
176,037_Citrus_Dot,2384.177,368.104,4903,2542.208,353.225,2101.303,341.22,2689.443,402.955,2221.539,388.717,2384.177,368.104
177,037_Citrus_Abdomen,9481.901,1543.706,143827,4269.612,694.685,5124.457,941.407,8479.79,1419.933,13622.127,2307.106,9481.901,1543.706
178,037_Citrus_AvLeaf,4241.435,1646.527,1849211,2586.6,882.394,2918.792,1165.364,5063.459,1774.618,3460.722,1596.421,4241.435,1646.527
179,038_Citrus_Leaf,6983.259,1837.465,2288131,2511.89,683.414,3904.394,1114.759,8259.052,2031.855,6013.391,1753.873,6983.259,1837.465
180,038_Citrus_Pronotum,6053.814,941.277,48033,3132.133,474.306,3254.481,620.82,5405.357,929.309,8843.503,1355.956,6053.814,941.277
181,038_Citrus_Dot,2422.852,324.63,4897,2699.199,281.495,2261.06,292.21,2718.572,356.139,2230.759,370.876,2422.852,324.63
182,038_Citrus_Abdomen,8364.159,1069.148,154833,3883.959,560.762,4398.89,756.698,7369.96,1029.358,12323.036,1851.653,8364.159,1069.148
183,038_Citrus_AvLeaf,7617.982,2051.469,1085001,2688.02,736.949,4253.649,1236.013,8968.329,2263.72,6608.959,1967.406,7617.982,2051.469
184,039_Citrus_Leaf,5903.923,1651.43,2522737,2187.473,533.262,3300.068,955.247,7065.529,1842.259,4975.797,1565.977,5903.923,1651.43
185,039_Citrus_Pronotum,4838.395,491.674,47189,2529.611,280.319,2832.687,326.844,4963.945,516.21,5754.782,652.774,4838.395,491.674
